10000 10
7400 50 152
23406 3756 2083
28799 4240 169
35852 4056 1811
37977 8087 229
38807 2556 1483
44000 8810 53
52573 268 1825
54119 445 443
63919 5312 752
5109 52573 1227 856
5110 52573 1017 8610
5111 0 0 0
5112 38807 1454 2853
5113 0 0 0
5114 38807 453 1190
5115 52573 407 2716
5116 38807 1217 1636
5117 23406 1217 5118
5118 23406 1218 5119
5119 23406 1219 1545
5120 38807 26 9114
5121 38807 177 3233
5122 52573 1245 7026
5123 0 0 0
5124 52573 1515 3815
5125 38807 567 5164
5126 52573 379 6966
5127 35852 400 5128
5128 35852 401 5129
5129 35852 402 5130
5130 35852 403 5131
5131 35852 404 5132
5132 35852 405 5133
5133 35852 406 5134
5134 35852 407 5135
5135 35852 408 9030
5136 52573 293 962
5137 44000 44 9426
5138 23406 457 5139
5139 23406 458 9804
5140 38807 1400 9573
5141 0 0 0
5142 23406 261 5143
5143 23406 262 2829
5144 38807 1262 6569
5145 23406 1610 1149
5146 52573 504 6496
5147 23406 1352 5148
5148 23406 1353 1600
5149 52573 1447 3476
5150 23406 1458 5151
5151 23406 1459 9837
5152 52573 1773 3999
5153 23406 1540 706
5154 38807 108 7414
5155 0 0 0
5156 52573 485 7660
5157 0 0 0
5158 52573 1500 7068
5159 0 0 0
5160 52573 357 4010
5161 0 0 0
5162 38807 594 604
5163 38807 1142 2330
5164 38807 568 271
5165 0 0 0
5166 38807 66 9400
5167 52573 1735 6424
5168 0 0 0
5169 7400 101 1296
5170 38807 702 8055
5171 23406 1797 5172
5172 23406 1798 6425
5173 44000 8 8963
5174 52573 298 3310
5175 0 0 0
5176 38807 259 3218
5177 52573 14 6084
5178 38807 1173 9886
5179 0 0 0
5180 7400 67 3174
5181 23406 1994 4083
5182 38807 185 7536
5183 0 0 0
5184 38807 1027 1184
5185 52573 967 2870
5186 0 0 0
5187 52573 561 6154
5188 23406 960 5189
5189 23406 961 2718
5190 38807 974 7518
5191 23406 1811 1877
5192 23406 1622 1245
5193 52573 934 7472
5194 44000 27 9044
5195 0 0 0
5196 52573 753 9606
5197 52573 1705 9970
5198 7400 36 7016
5199 23406 831 5200
5200 23406 832 5201
5201 23406 833 5202
5202 23406 834 6156
5203 52573 982 8806
5204 52573 1086 982
5205 0 0 0
5206 7400 98 3548
5207 0 0 0
5208 23406 350 5209
5209 23406 351 4682
5210 38807 333 9715
5211 52573 726 9285
5212 52573 375 7840
5213 0 0 0
5214 38807 1054 9489
5215 23406 1497 9307
5216 52573 1677 4380
5217 38807 1392 2816
5218 23406 1325 5219
5219 23406 1326 113
5220 52573 94 7578
5221 23406 1544 7838
5222 52573 244 2858
5223 0 0 0
5224 23406 1239 7656
5225 52573 1120 83
5226 38807 602 8323
5227 38807 908 2714
5228 52573 1571 7446
5229 0 0 0
5230 38807 814 4122
5231 23406 2005 7169
5232 52573 1305 258
5233 23406 1667 5234
5234 23406 1668 9957
5235 52573 239 2562
5236 52573 1128 9299
5237 0 0 0
5238 23406 70 5239
5239 23406 71 5240
5240 23406 72 5241
5241 23406 73 7799
5242 52573 1601 230
5243 7400 88 9697
5244 38807 1414 7458
5245 23406 1903 2177
5246 38807 327 3832
5247 0 0 0
5248 52573 653 2683
5249 0 0 0
5250 52573 932 4274
5251 23406 1719 599
5252 38807 135 1944
5253 52573 339 1108
5254 52573 336 3622
5255 23406 733 5256
5256 23406 734 970
5257 38807 1226 3939
5258 38807 532 603
5259 52573 1691 661
5260 38807 172 9702
5261 0 0 0
5262 52573 1327 4482
5263 23406 2045 8532
5264 38807 723 1502
5265 0 0 0
5266 23406 320 5267
5267 23406 321 5268
5268 23406 322 3825
5269 52573 120 7192
5270 23406 1344 5271
5271 23406 1345 4228
5272 52573 913 7172
5273 0 0 0
5274 52573 287 9352
5275 23406 381 5276
5276 23406 382 5277
5277 23406 383 9654
5278 52573 1235 2527
5279 35852 530 5280
5280 35852 531 5281
5281 35852 532 5282
5282 35852 533 5283
5283 35852 534 5284
5284 35852 535 5285
5285 35852 536 5286
5286 35852 537 5287
5287 35852 538 3400
5288 52573 574 4650
5289 23406 2056 2896
5290 23406 932 5291
5291 23406 933 9554
5292 38807 306 983
5293 0 0 0
5294 52573 1257 1164
5295 0 0 0
5296 23406 657 5297
5297 23406 658 6180
5298 38807 1172 5178
5299 0 0 0
5300 52573 1360 725
5301 38807 818 530
5302 38807 349 3129
5303 38807 285 2099
5304 23406 1038 5305
5305 23406 1039 3539
5306 7400 74 577
5307 0 0 0
5308 23406 184 5309
5309 23406 185 5310
5310 23406 186 1652
5311 52573 1670 679
5312 63919 1 5313
5313 63919 2 5314
5314 63919 3 5315
5315 63919 4 5316
5316 63919 5 5317
5317 63919 6 5318
5318 63919 7 5319
5319 63919 8 5320
5320 63919 9 5321
5321 63919 10 5322
5322 63919 11 5323
5323 63919 12 5324
5324 63919 13 5325
5325 63919 14 5326
5326 63919 15 5327
5327 63919 16 5328
5328 63919 17 5329
5329 63919 18 5330
5330 63919 19 5331
5331 63919 20 5332
5332 63919 21 5333
5333 63919 22 5334
5334 63919 23 5335
5335 63919 24 5336
5336 63919 25 5337
5337 63919 26 5338
5338 63919 27 5339
5339 63919 28 5340
5340 63919 29 5341
5341 63919 30 5342
5342 63919 31 5343
5343 63919 32 5344
5344 63919 33 5345
5345 63919 34 5346
5346 63919 35 5347
5347 63919 36 5348
5348 63919 37 5349
5349 63919 38 5350
5350 63919 39 5351
5351 63919 40 5352
5352 63919 41 5353
5353 63919 42 5354
5354 63919 43 5355
5355 63919 44 5356
5356 63919 45 5357
5357 63919 46 5358
5358 63919 47 5359
5359 63919 48 5360
5360 63919 49 5361
5361 63919 50 5362
5362 63919 51 5363
5363 63919 52 5364
5364 63919 53 5365
5365 63919 54 5366
5366 63919 55 5367
5367 63919 56 5368
5368 63919 57 5369
5369 63919 58 5370
5370 63919 59 5371
5371 63919 60 5372
5372 63919 61 5373
5373 63919 62 5374
5374 63919 63 5375
5375 63919 64 5376
5376 63919 65 5377
5377 63919 66 5378
5378 63919 67 5379
5379 63919 68 5380
5380 63919 69 5381
5381 63919 70 5382
5382 63919 71 5383
5383 63919 72 5384
5384 63919 73 5385
5385 63919 74 5386
5386 63919 75 5387
5387 63919 76 5388
5388 63919 77 5389
5389 63919 78 5390
5390 63919 79 5391
5391 63919 80 5392
5392 63919 81 5393
5393 63919 82 5394
5394 63919 83 5395
5395 63919 84 5396
5396 63919 85 5397
5397 63919 86 5398
5398 63919 87 5399
5399 63919 88 5400
5400 63919 89 5401
5401 63919 90 5402
5402 63919 91 5403
5403 63919 92 5404
5404 63919 93 5405
5405 63919 94 5406
5406 63919 95 5407
5407 63919 96 5408
5408 63919 97 5409
5409 63919 98 5410
5410 63919 99 5411
5411 63919 100 5412
5412 63919 101 5413
5413 63919 102 5414
5414 63919 103 5415
5415 63919 104 5416
5416 63919 105 5417
5417 63919 106 5418
5418 63919 107 5419
5419 63919 108 5420
5420 63919 109 5421
5421 63919 110 5422
5422 63919 111 5423
5423 63919 112 5424
5424 63919 113 5425
5425 63919 114 5426
5426 63919 115 5427
5427 63919 116 5428
5428 63919 117 5429
5429 63919 118 5430
5430 63919 119 5431
5431 63919 120 5432
5432 63919 121 5433
5433 63919 122 5434
5434 63919 123 5435
5435 63919 124 5436
5436 63919 125 5437
5437 63919 126 5438
5438 63919 127 5439
5439 63919 128 5440
5440 63919 129 5441
5441 63919 130 5442
5442 63919 131 5443
5443 63919 132 5444
5444 63919 133 5445
5445 63919 134 5446
5446 63919 135 5447
5447 63919 136 5448
5448 63919 137 5449
5449 63919 138 5450
5450 63919 139 5451
5451 63919 140 5452
5452 63919 141 5453
5453 63919 142 5454
5454 63919 143 5455
5455 63919 144 5456
5456 63919 145 5457
5457 63919 146 5458
5458 63919 147 5459
5459 63919 148 5460
5460 63919 149 5461
5461 63919 150 5462
5462 63919 151 5463
5463 63919 152 5464
5464 63919 153 5465
5465 63919 154 5466
5466 63919 155 5467
5467 63919 156 5468
5468 63919 157 5469
5469 63919 158 5470
5470 63919 159 5471
5471 63919 160 5472
5472 63919 161 5473
5473 63919 162 5474
5474 63919 163 5475
5475 63919 164 5476
5476 63919 165 5477
5477 63919 166 5478
5478 63919 167 5479
5479 63919 168 5480
5480 63919 169 5481
5481 63919 170 5482
5482 63919 171 5483
5483 63919 172 5484
5484 63919 173 5485
5485 63919 174 5486
5486 63919 175 5487
5487 63919 176 5488
5488 63919 177 5489
5489 63919 178 5490
5490 63919 179 5491
5491 63919 180 5492
5492 63919 181 5493
5493 63919 182 5494
5494 63919 183 5495
5495 63919 184 5496
5496 63919 185 5497
5497 63919 186 5498
5498 63919 187 5499
5499 63919 188 5500
5500 63919 189 5501
5501 63919 190 5502
5502 63919 191 5503
5503 63919 192 5504
5504 63919 193 5505
5505 63919 194 5506
5506 63919 195 5507
5507 63919 196 5508
5508 63919 197 5509
5509 63919 198 5510
5510 63919 199 5511
5511 63919 200 5512
5512 63919 201 5513
5513 63919 202 5514
5514 63919 203 5515
5515 63919 204 5516
5516 63919 205 5517
5517 63919 206 5518
5518 63919 207 5519
5519 63919 208 5520
5520 63919 209 5521
5521 63919 210 5522
5522 63919 211 5523
5523 63919 212 5524
5524 63919 213 5525
5525 63919 214 5526
5526 63919 215 5527
5527 63919 216 5528
5528 63919 217 5529
5529 63919 218 5530
5530 63919 219 5531
5531 63919 220 5532
5532 63919 221 5533
5533 63919 222 5534
5534 63919 223 5535
5535 63919 224 5536
5536 63919 225 5537
5537 63919 226 5538
5538 63919 227 5539
5539 63919 228 5540
5540 63919 229 5541
5541 63919 230 5542
5542 63919 231 5543
5543 63919 232 5544
5544 63919 233 5545
5545 63919 234 5546
5546 63919 235 5547
5547 63919 236 5548
5548 63919 237 5549
5549 63919 238 5550
5550 63919 239 5551
5551 63919 240 5552
5552 63919 241 5553
5553 63919 242 5554
5554 63919 243 5555
5555 63919 244 5556
5556 63919 245 5557
5557 63919 246 5558
5558 63919 247 5559
5559 63919 248 5560
5560 63919 249 5561
5561 63919 250 5562
5562 63919 251 5563
5563 63919 252 5564
5564 63919 253 5565
5565 63919 254 5566
5566 63919 255 5567
5567 63919 256 5568
5568 63919 257 5569
5569 63919 258 5570
5570 63919 259 5571
5571 63919 260 5572
5572 63919 261 5573
5573 63919 262 5574
5574 63919 263 5575
5575 63919 264 5576
5576 63919 265 5577
5577 63919 266 5578
5578 63919 267 5579
5579 63919 268 5580
5580 63919 269 5581
5581 63919 270 5582
5582 63919 271 5583
5583 63919 272 5584
5584 63919 273 5585
5585 63919 274 5586
5586 63919 275 5587
5587 63919 276 5588
5588 63919 277 5589
5589 63919 278 5590
5590 63919 279 5591
5591 63919 280 5592
5592 63919 281 5593
5593 63919 282 5594
5594 63919 283 5595
5595 63919 284 5596
5596 63919 285 5597
5597 63919 286 5598
5598 63919 287 5599
5599 63919 288 5600
5600 63919 289 5601
5601 63919 290 5602
5602 63919 291 5603
5603 63919 292 5604
5604 63919 293 5605
5605 63919 294 5606
5606 63919 295 5607
5607 63919 296 5608
5608 63919 297 5609
5609 63919 298 5610
5610 63919 299 5611
5611 63919 300 5612
5612 63919 301 5613
5613 63919 302 5614
5614 63919 303 5615
5615 63919 304 5616
5616 63919 305 5617
5617 63919 306 5618
5618 63919 307 5619
5619 63919 308 5620
5620 63919 309 5621
5621 63919 310 5622
5622 63919 311 5623
5623 63919 312 5624
5624 63919 313 5625
5625 63919 314 5626
5626 63919 315 5627
5627 63919 316 5628
5628 63919 317 5629
5629 63919 318 5630
5630 63919 319 5631
5631 63919 320 5632
5632 63919 321 5633
5633 63919 322 5634
5634 63919 323 5635
5635 63919 324 5636
5636 63919 325 5637
5637 63919 326 5638
5638 63919 327 5639
5639 63919 328 5640
5640 63919 329 5641
5641 63919 330 5642
5642 63919 331 5643
5643 63919 332 5644
5644 63919 333 5645
5645 63919 334 5646
5646 63919 335 5647
5647 63919 336 5648
5648 63919 337 5649
5649 63919 338 5650
5650 63919 339 5651
5651 63919 340 5652
5652 63919 341 5653
5653 63919 342 5654
5654 63919 343 5655
5655 63919 344 5656
5656 63919 345 5657
5657 63919 346 5658
5658 63919 347 5659
5659 63919 348 5660
5660 63919 349 5661
5661 63919 350 5662
5662 63919 351 5663
5663 63919 352 5664
5664 63919 353 5665
5665 63919 354 5666
5666 63919 355 5667
5667 63919 356 5668
5668 63919 357 5669
5669 63919 358 5670
5670 63919 359 5671
5671 63919 360 5672
5672 63919 361 5673
5673 63919 362 5674
5674 63919 363 5675
5675 63919 364 5676
5676 63919 365 5677
5677 63919 366 5678
5678 63919 367 5679
5679 63919 368 5680
5680 63919 369 5681
5681 63919 370 5682
5682 63919 371 5683
5683 63919 372 5684
5684 63919 373 5685
5685 63919 374 5686
5686 63919 375 5687
5687 63919 376 5688
5688 63919 377 5689
5689 63919 378 5690
5690 63919 379 5691
5691 63919 380 5692
5692 63919 381 5693
5693 63919 382 5694
5694 63919 383 5695
5695 63919 384 5696
5696 63919 385 5697
5697 63919 386 5698
5698 63919 387 5699
5699 63919 388 5700
5700 63919 389 5701
5701 63919 390 5702
5702 63919 391 5703
5703 63919 392 5704
5704 63919 393 5705
5705 63919 394 5706
5706 63919 395 5707
5707 63919 396 5708
5708 63919 397 5709
5709 63919 398 5710
5710 63919 399 5711
5711 63919 400 5712
5712 63919 401 5713
5713 63919 402 5714
5714 63919 403 5715
5715 63919 404 5716
5716 63919 405 5717
5717 63919 406 5718
5718 63919 407 5719
5719 63919 408 5720
5720 63919 409 5721
5721 63919 410 5722
5722 63919 411 5723
5723 63919 412 5724
5724 63919 413 5725
5725 63919 414 5726
5726 63919 415 5727
5727 63919 416 5728
5728 63919 417 5729
5729 63919 418 5730
5730 63919 419 5731
5731 63919 420 5732
5732 63919 421 5733
5733 63919 422 5734
5734 63919 423 5735
5735 63919 424 5736
5736 63919 425 5737
5737 63919 426 5738
5738 63919 427 5739
5739 63919 428 5740
5740 63919 429 5741
5741 63919 430 5742
5742 63919 431 5743
5743 63919 432 5744
5744 63919 433 5745
5745 63919 434 5746
5746 63919 435 5747
5747 63919 436 5748
5748 63919 437 5749
5749 63919 438 5750
5750 63919 439 5751
5751 63919 440 5752
5752 63919 441 5753
5753 63919 442 5754
5754 63919 443 5755
5755 63919 444 5756
5756 63919 445 5757
5757 63919 446 5758
5758 63919 447 5759
5759 63919 448 5760
5760 63919 449 5761
5761 63919 450 5762
5762 63919 451 5763
5763 63919 452 5764
5764 63919 453 5765
5765 63919 454 5766
5766 63919 455 5767
5767 63919 456 5768
5768 63919 457 5769
5769 63919 458 5770
5770 63919 459 5771
5771 63919 460 5772
5772 63919 461 5773
5773 63919 462 5774
5774 63919 463 5775
5775 63919 464 5776
5776 63919 465 5777
5777 63919 466 5778
5778 63919 467 5779
5779 63919 468 5780
5780 63919 469 5781
5781 63919 470 5782
5782 63919 471 5783
5783 63919 472 5784
5784 63919 473 5785
5785 63919 474 5786
5786 63919 475 5787
5787 63919 476 5788
5788 63919 477 5789
5789 63919 478 5790
5790 63919 479 5791
5791 63919 480 5792
5792 63919 481 5793
5793 63919 482 5794
5794 63919 483 5795
5795 63919 484 5796
5796 63919 485 5797
5797 63919 486 5798
5798 63919 487 5799
5799 63919 488 5800
5800 63919 489 5801
5801 63919 490 5802
5802 63919 491 5803
5803 63919 492 5804
5804 63919 493 5805
5805 63919 494 5806
5806 63919 495 5807
5807 63919 496 5808
5808 63919 497 5809
5809 63919 498 5810
5810 63919 499 5811
5811 63919 500 5812
5812 63919 501 5813
5813 63919 502 5814
5814 63919 503 5815
5815 63919 504 5816
5816 63919 505 5817
5817 63919 506 5818
5818 63919 507 5819
5819 63919 508 5820
5820 63919 509 5821
5821 63919 510 5822
5822 63919 511 5823
5823 63919 512 5824
5824 63919 513 5825
5825 63919 514 5826
5826 63919 515 5827
5827 63919 516 5828
5828 63919 517 5829
5829 63919 518 5830
5830 63919 519 5831
5831 63919 520 5832
5832 63919 521 5833
5833 63919 522 5834
5834 63919 523 5835
5835 63919 524 5836
5836 63919 525 5837
5837 63919 526 5838
5838 63919 527 5839
5839 63919 528 5840
5840 63919 529 5841
5841 63919 530 5842
5842 63919 531 5843
5843 63919 532 5844
5844 63919 533 5845
5845 63919 534 5846
5846 63919 535 5847
5847 63919 536 5848
5848 63919 537 5849
5849 63919 538 5850
5850 63919 539 5851
5851 63919 540 5852
5852 63919 541 5853
5853 63919 542 5854
5854 63919 543 5855
5855 63919 544 5856
5856 63919 545 5857
5857 63919 546 5858
5858 63919 547 5859
5859 63919 548 5860
5860 63919 549 5861
5861 63919 550 5862
5862 63919 551 5863
5863 63919 552 5864
5864 63919 553 5865
5865 63919 554 5866
5866 63919 555 5867
5867 63919 556 5868
5868 63919 557 5869
5869 63919 558 5870
5870 63919 559 5871
5871 63919 560 5872
5872 63919 561 5873
5873 63919 562 5874
5874 63919 563 5875
5875 63919 564 5876
5876 63919 565 5877
5877 63919 566 5878
5878 63919 567 5879
5879 63919 568 5880
5880 63919 569 5881
5881 63919 570 5882
5882 63919 571 5883
5883 63919 572 5884
5884 63919 573 5885
5885 63919 574 5886
5886 63919 575 5887
5887 63919 576 5888
5888 63919 577 5889
5889 63919 578 5890
5890 63919 579 5891
5891 63919 580 5892
5892 63919 581 5893
5893 63919 582 5894
5894 63919 583 5895
5895 63919 584 5896
5896 63919 585 5897
5897 63919 586 5898
5898 63919 587 5899
5899 63919 588 5900
5900 63919 589 5901
5901 63919 590 5902
5902 63919 591 5903
5903 63919 592 5904
5904 63919 593 5905
5905 63919 594 5906
5906 63919 595 5907
5907 63919 596 5908
5908 63919 597 5909
5909 63919 598 5910
5910 63919 599 5911
5911 63919 600 5912
5912 63919 601 5913
5913 63919 602 5914
5914 63919 603 5915
5915 63919 604 5916
5916 63919 605 5917
5917 63919 606 5918
5918 63919 607 5919
5919 63919 608 5920
5920 63919 609 5921
5921 63919 610 5922
5922 63919 611 5923
5923 63919 612 5924
5924 63919 613 5925
5925 63919 614 5926
5926 63919 615 5927
5927 63919 616 5928
5928 63919 617 5929
5929 63919 618 5930
5930 63919 619 5931
5931 63919 620 5932
5932 63919 621 5933
5933 63919 622 5934
5934 63919 623 5935
5935 63919 624 5936
5936 63919 625 5937
5937 63919 626 5938
5938 63919 627 5939
5939 63919 628 5940
5940 63919 629 5941
5941 63919 630 5942
5942 63919 631 5943
5943 63919 632 5944
5944 63919 633 5945
5945 63919 634 5946
5946 63919 635 5947
5947 63919 636 5948
5948 63919 637 5949
5949 63919 638 5950
5950 63919 639 5951
5951 63919 640 5952
5952 63919 641 5953
5953 63919 642 5954
5954 63919 643 5955
5955 63919 644 5956
5956 63919 645 5957
5957 63919 646 5958
5958 63919 647 5959
5959 63919 648 5960
5960 63919 649 5961
5961 63919 650 5962
5962 63919 651 5963
5963 63919 652 5964
5964 63919 653 5965
5965 63919 654 5966
5966 63919 655 5967
5967 63919 656 5968
5968 63919 657 5969
5969 63919 658 5970
5970 63919 659 5971
5971 63919 660 5972
5972 63919 661 5973
5973 63919 662 5974
5974 63919 663 5975
5975 63919 664 5976
5976 63919 665 5977
5977 63919 666 5978
5978 63919 667 5979
5979 63919 668 5980
5980 63919 669 5981
5981 63919 670 5982
5982 63919 671 5983
5983 63919 672 5984
5984 63919 673 5985
5985 63919 674 5986
5986 63919 675 5987
5987 63919 676 5988
5988 63919 677 5989
5989 63919 678 5990
5990 63919 679 5991
5991 63919 680 5992
5992 63919 681 5993
5993 63919 682 5994
5994 63919 683 5995
5995 63919 684 5996
5996 63919 685 5997
5997 63919 686 5998
5998 63919 687 5999
5999 63919 688 6000
6000 63919 689 6001
6001 63919 690 6002
6002 63919 691 6003
6003 63919 692 6004
6004 63919 693 6005
6005 63919 694 6006
6006 63919 695 6007
6007 63919 696 6008
6008 63919 697 6009
6009 63919 698 6010
6010 63919 699 6011
6011 63919 700 6012
6012 63919 701 6013
6013 63919 702 6014
6014 63919 703 6015
6015 63919 704 6016
6016 63919 705 6017
6017 63919 706 6018
6018 63919 707 6019
6019 63919 708 6020
6020 63919 709 6021
6021 63919 710 6022
6022 63919 711 6023
6023 63919 712 6024
6024 63919 713 6025
6025 63919 714 6026
6026 63919 715 6027
6027 63919 716 6028
6028 63919 717 6029
6029 63919 718 6030
6030 63919 719 6031
6031 63919 720 6032
6032 63919 721 6033
6033 63919 722 6034
6034 63919 723 6035
6035 63919 724 6036
6036 63919 725 6037
6037 63919 726 6038
6038 63919 727 6039
6039 63919 728 6040
6040 63919 729 6041
6041 63919 730 6042
6042 63919 731 6043
6043 63919 732 6044
6044 63919 733 6045
6045 63919 734 6046
6046 63919 735 6047
6047 63919 736 6048
6048 63919 737 6049
6049 63919 738 6050
6050 63919 739 6051
6051 63919 740 6052
6052 63919 741 6053
6053 63919 742 6054
6054 63919 743 6055
6055 63919 744 6056
6056 63919 745 6057
6057 63919 746 6058
6058 63919 747 6059
6059 63919 748 6060
6060 63919 749 6061
6061 63919 750 6062
6062 63919 751 6063
6063 63919 752 1
6064 38807 1334 846
6065 38807 1016 3085
6066 23406 1042 6067
6067 23406 1043 6068
6068 23406 1044 3069
6069 52573 1771 3597
6070 38807 83 9776
6071 0 0 0
6072 35852 1074 6073
6073 35852 1075 6074
6074 35852 1076 6075
6075 35852 1077 6076
6076 35852 1078 6077
6077 35852 1079 6078
6078 35852 1080 6079
6079 35852 1081 6080
6080 35852 1082 6081
6081 35852 1083 38
6082 52573 1488 9557
6083 0 0 0
6084 52573 15 4540
6085 52573 1194 4420
6086 52573 85 3536
6087 52573 1271 8361
6088 38807 47 2319
6089 52573 586 6561
6090 52573 381 830
6091 38807 1177 6351
6092 23406 488 6093
6093 23406 489 6158
6094 7400 134 4400
6095 0 0 0
6096 38807 248 2396
6097 23406 2022 4363
6098 23406 921 7803
6099 38807 788 7511
6100 52573 1539 3446
6101 52573 275 9306
6102 52573 384 1846
6103 23406 1955 8957
6104 7400 69 6870
6105 38807 1211 3355
6106 0 0 0
6107 38807 1358 4675
6108 38807 342 608
6109 0 0 0
6110 7400 141 7252
6111 23406 1249 6112
6112 23406 1250 6113
6113 23406 1251 4908
6114 52573 350 3532
6115 0 0 0
6116 38807 312 8
6117 54119 306 6118
6118 54119 307 6119
6119 54119 308 6120
6120 54119 309 6121
6121 54119 310 6122
6122 54119 311 6123
6123 54119 312 6124
6124 54119 313 6125
6125 54119 314 6126
6126 54119 315 6127
6127 54119 316 6128
6128 54119 317 6129
6129 54119 318 2930
6130 52573 1288 9730
6131 0 0 0
6132 52573 473 7009
6133 38807 1428 1860
6134 38807 344 356
6135 23406 1792 1794
6136 7400 13 396
6137 0 0 0
6138 23406 1615 6139
6139 23406 1616 1192
6140 38807 1307 9732
6141 23406 1673 3410
6142 52573 1047 364
6143 0 0 0
6144 52573 628 3612
6145 0 0 0
6146 35852 1508 6147
6147 35852 1509 6148
6148 35852 1510 6149
6149 35852 1511 6150
6150 35852 1512 6151
6151 35852 1513 6152
6152 35852 1514 6153
6153 35852 1515 6794
6154 52573 562 1688
6155 38807 78 2240
6156 23406 835 6157
6157 23406 836 7502
6158 23406 490 6159
6159 23406 491 4895
6160 38807 183 6202
6161 0 0 0
6162 38807 1270 2064
6163 0 0 0
6164 38807 176 5121
6165 0 0 0
6166 52573 1044 8678
6167 52573 1679 7888
6168 38807 2 3636
6169 38807 504 9048
6170 38807 874 8525
6171 7400 97 5206
6172 52573 258 6444
6173 23406 2011 8744
6174 38807 1402 686
6175 0 0 0
6176 23406 547 6177
6177 23406 548 1616
6178 52573 434 8056
6179 0 0 0
6180 23406 659 6181
6181 23406 660 9358
6182 38807 488 9932
6183 38807 670 6371
6184 0 0 0
6185 52573 1697 6519
6186 52573 1060 4534
6187 52573 1188 9562
6188 23406 1119 6189
6189 23406 1120 6190
6190 23406 1121 5094
6191 52573 1101 2075
6192 23406 277 6193
6193 23406 278 8348
6194 52573 204 4691
6195 23406 1950 4647
6196 52573 207 6547
6197 0 0 0
6198 38807 374 600
6199 23406 291 6200
6200 23406 292 6201
6201 23406 293 4160
6202 38807 184 5182
6203 0 0 0
6204 38807 774 72
6205 0 0 0
6206 38807 956 4189
6207 52573 1326 5262
6208 38807 49 4932
6209 0 0 0
6210 38807 495 426
6211 0 0 0
6212 23406 636 6213
6213 23406 637 9580
6214 52573 1092 1428
6215 23406 1916 3287
6216 23406 851 6217
6217 23406 852 9668
6218 38807 593 5162
6219 23406 2058 9603
6220 38807 69 7166
6221 52573 1021 4686
6222 52573 638 3888
6223 35852 1242 6224
6224 35852 1243 6225
6225 35852 1244 6226
6226 35852 1245 6227
6227 35852 1246 6228
6228 35852 1247 6229
6229 35852 1248 6230
6230 35852 1249 6231
6231 35852 1250 6232
6232 35852 1251 1878
6233 54119 179 6234
6234 54119 180 6235
6235 54119 181 6236
6236 54119 182 6237
6237 54119 183 6238
6238 54119 184 6239
6239 54119 185 6240
6240 54119 186 6241
6241 54119 187 6242
6242 54119 188 6243
6243 54119 189 6244
6244 54119 190 6245
6245 54119 191 2105
6246 52573 1184 7072
6247 38807 271 9762
6248 23406 438 6249
6249 23406 439 4612
6250 52573 1525 9392
6251 0 0 0
6252 23406 410 6253
6253 23406 411 6254
6254 23406 412 6255
6255 23406 413 9382
6256 52573 1457 4620
6257 35852 1324 6258
6258 35852 1325 6259
6259 35852 1326 6260
6260 35852 1327 8624
6261 52573 114 1772
6262 38807 1033 8743
6263 38807 373 6198
6264 52573 938 9922
6265 52573 1757 7436
6266 38807 668 9194
6267 52573 255 2532
6268 38807 1251 9008
6269 0 0 0
6270 35852 646 6271
6271 35852 647 6272
6272 35852 648 6273
6273 35852 649 6274
6274 35852 650 6275
6275 35852 651 7569
6276 52573 1795 9362
6277 0 0 0
6278 52573 1707 4158
6279 0 0 0
6280 38807 739 6487
6281 0 0 0
6282 52573 1304 5232
6283 0 0 0
6284 28799 16 6285
6285 28799 17 6286
6286 28799 18 6287
6287 28799 19 6288
6288 28799 20 6289
6289 28799 21 3028
6290 52573 942 2668
6291 0 0 0
6292 38807 1089 9570
6293 38807 1118 3061
6294 23406 1328 6295
6295 23406 1329 9888
6296 38807 543 3455
6297 23406 1907 6923
6298 38807 1444 6854
6299 0 0 0
6300 38807 164 4364
6301 0 0 0
6302 52573 1421 3234
6303 38807 264 1959
6304 23406 5 6305
6305 23406 6 7841
6306 38807 1408 3172
6307 52573 1541 1756
6308 38807 679 9036
6309 0 0 0
6310 38807 906 1556
6311 52573 698 7664
6312 38807 43 8355
6313 23406 1839 9193
6314 38807 107 5154
6315 0 0 0
6316 52573 1595 253
6317 0 0 0
6318 54119 105 6319
6319 54119 106 6320
6320 54119 107 6321
6321 54119 108 6322
6322 54119 109 6323
6323 54119 110 6324
6324 54119 111 6325
6325 54119 112 6326
6326 54119 113 6327
6327 54119 114 6328
6328 54119 115 6329
6329 54119 116 6330
6330 54119 117 6331
6331 54119 118 6332
6332 54119 119 6333
6333 54119 120 2446
6334 52573 405 62
6335 0 0 0
6336 23406 1356 6337
6337 23406 1357 867
6338 52573 749 4592
6339 23406 1989 7079
6340 38807 1267 2640
6341 52573 1291 6852
6342 35852 1719 6343
6343 35852 1720 6344
6344 35852 1721 6345
6345 35852 1722 6346
6346 35852 1723 6347
6347 35852 1724 6348
6348 35852 1725 6349
6349 35852 1726 6381
6350 52573 1279 2772
6351 38807 1178 4721
6352 38807 17 4216
6353 0 0 0
6354 38807 733 918
6355 52573 1124 8762
6356 38807 1167 2863
6357 23406 1535 6358
6358 23406 1536 7597
6359 52573 123 1645
6360 52573 867 7400
6361 0 0 0
6362 52573 1804 7478
6363 38807 719 5009
6364 23406 757 6365
6365 23406 758 6366
6366 23406 759 4653
6367 52573 1578 4178
6368 38807 357 8684
6369 0 0 0
6370 52573 722 9433
6371 38807 671 3645
