50000 1000
18848 60133 56 15550
18849 19551 78 43602
18850 32332 49 18286
18851 0 0 0
18852 20817 1 18853
18853 20817 2 18854
18854 20817 3 8112
18855 58937 74 1
18856 52853 48 29722
18857 45366 12 41145
18858 14843 42 11879
18859 63215 51 10207
18860 39579 48 18861
18861 39579 49 23420
18862 47558 25 34060
18863 0 0 0
18864 30699 41 35301
18865 2895 14 34904
18866 43503 41 16032
18867 38839 1 40077
18868 20626 87 12524
18869 18697 62 11495
18870 24731 29 18871
18871 24731 30 41504
18872 8444 31 26960
18873 16436 39 17075
18874 29876 4 30200
18875 0 0 0
18876 50271 82 35284
18877 48948 25 17280
18878 22927 21 15664
18879 52975 7 18880
18880 52975 8 18881
18881 52975 9 35616
18882 29001 11 44069
18883 29295 43 4877
18884 14541 40 24556
18885 28780 1 49370
18886 29915 27 8272
18887 35728 54 7397
18888 15531 14 25932
18889 0 0 0
18890 15941 16 18891
18891 15941 17 44475
18892 57595 48 6367
18893 19970 30 16994
18894 50173 1 18895
18895 50173 2 18896
18896 50173 3 18897
18897 50173 4 19892
18898 3067 4 26296
18899 29295 23 37248
18900 59258 33 28467
18901 53041 17 14262
18902 8805 28 18903
18903 8805 29 18904
18904 8805 30 18905
18905 8805 31 18906
18906 8805 32 28038
18907 16436 21 3680
18908 26960 46 34073
18909 64383 19 3287
18910 34404 9 31036
18911 55865 68 18912
18912 55865 69 18913
18913 55865 70 18914
18914 55865 71 18915
18915 55865 72 18916
18916 55865 73 18917
18917 55865 74 18918
18918 55865 75 18919
18919 55865 76 18920
18920 55865 77 18921
18921 55865 78 7186
18922 62377 18 48777
18923 14843 47 7445
18924 21098 7 14966
18925 56147 56 7643
18926 4174 81 1
18927 51186 16 32386
18928 19292 50 13806
18929 0 0 0
18930 16140 6 18931
18931 16140 7 18932
18932 16140 8 18933
18933 16140 9 18934
18934 16140 10 18935
18935 16140 11 18936
18936 16140 12 18937
18937 16140 13 18938
18938 16140 14 47813
18939 23959 5 9156
18940 25338 40 18941
18941 25338 41 18942
18942 25338 42 18943
18943 25338 43 48752
18944 59112 28 40000
18945 46606 23 31166
18946 6044 24 14840
18947 0 0 0
18948 2572 4 24364
18949 56217 5 1
18950 28702 57 10442
18951 48071 67 47587
18952 61990 23 34139
18953 11219 48 21177
18954 57907 10 46754
18955 45415 30 25530
18956 57807 1 18957
18957 57807 2 18958
18958 57807 3 18959
18959 57807 4 18960
18960 57807 5 18961
18961 57807 6 18962
18962 57807 7 18963
18963 57807 8 18964
18964 57807 9 18965
18965 57807 10 18966
18966 57807 11 18967
18967 57807 12 18968
18968 57807 13 18969
18969 57807 14 18970
18970 57807 15 18971
18971 57807 16 18972
18972 57807 17 18973
18973 57807 18 18974
18974 57807 19 18975
18975 57807 20 18976
18976 57807 21 18977
18977 57807 22 18978
18978 57807 23 18979
18979 57807 24 18980
18980 57807 25 18981
18981 57807 26 18982
18982 57807 27 18983
18983 57807 28 18984
18984 57807 29 18985
18985 57807 30 18986
18986 57807 31 1
18987 52640 82 42852
18988 32332 42 24644
18989 36790 37 23925
18990 25251 24 39812
18991 32065 33 18992
18992 32065 34 18993
18993 32065 35 18994
18994 32065 36 18995
18995 32065 37 18996
18996 32065 38 18997
18997 32065 39 18998
18998 32065 40 18999
18999 32065 41 19000
19000 32065 42 43860
19001 6678 26 42764
19002 52677 11 19003
19003 52677 12 34858
19004 11774 18 31198
19005 52291 5 5606
19006 24547 48 17427
19007 25057 60 21303
19008 5684 53 44440
19009 14181 61 33674
19010 51467 19 19011
19011 51467 20 19012
19012 51467 21 19013
19013 51467 22 19014
19014 51467 23 19015
19015 51467 24 2591
19016 57907 40 616
19017 59258 29 31788
19018 52291 35 45599
19019 26286 70 11350
19020 29687 30 10826
19021 59972 61 16933
19022 6865 1 19023
19023 6865 2 19024
19024 6865 3 19025
19025 6865 4 19026
19026 6865 5 19027
19027 6865 6 19028
19028 6865 7 19029
19029 6865 8 19030
19030 6865 9 19031
19031 6865 10 11773
19032 2182 15 44210
19033 14843 19 44453
19034 47070 14 26863
19035 53276 20 26597
19036 38620 8 30423
19037 0 0 0
19038 28751 25 25412
19039 14181 43 41736
19040 29001 17 5152
19041 45366 39 49866
19042 21785 49 12173
19043 53190 27 41577
19044 42356 25 19076
19045 48948 32 11851
19046 34774 39 3707
19047 11306 8 6108
19048 14278 1 19049
19049 14278 2 19050
19050 14278 3 19051
19051 14278 4 19052
19052 14278 5 19053
19053 14278 6 19054
19054 14278 7 19055
19055 14278 8 19056
19056 14278 9 19057
19057 14278 10 27541
19058 32167 72 12462
19059 41682 12 31492
19060 33583 11 19061
19061 33583 12 26812
19062 4899 7 3451
19063 46814 66 37909
19064 59763 24 38090
19065 36629 25 15395
19066 33942 3 19067
19067 33942 4 19841
19068 60048 9 47702
19069 39453 45 38667
19070 43056 11 28970
19071 53276 18 9817
19072 35374 3 45041
19073 24547 77 41556
19074 47590 79 19075
19075 47590 80 1
19076 42356 26 15530
19077 39453 13 23799
19078 58937 3 2659
19079 0 0 0
19080 4504 13 48745
19081 64800 9 11547
19082 16885 35 15238
19083 18697 27 4057
19084 27465 31 19085
19085 27465 32 24158
19086 51035 65 23744
19087 35510 44 3475
19088 64961 34 6290
19089 0 0 0
19090 22680 24 43742
19091 0 0 0
19092 46653 39 19093
19093 46653 40 19094
19094 46653 41 19095
19095 46653 42 19096
19096 46653 43 19097
19097 46653 44 19098
19098 46653 45 19099
19099 46653 46 25039
19100 35445 1 19101
19101 35445 2 19102
19102 35445 3 19103
19103 35445 4 19104
19104 35445 5 19105
19105 35445 6 19106
19106 35445 7 19107
19107 35445 8 19108
19108 35445 9 19109
19109 35445 10 19110
19110 35445 11 19111
19111 35445 12 19112
19112 35445 13 19113
19113 35445 14 19114
19114 35445 15 19115
19115 35445 16 19116
19116 35445 17 19117
19117 35445 18 19118
19118 35445 19 19119
19119 35445 20 19120
19120 35445 21 19121
19121 35445 22 19122
19122 35445 23 19123
19123 35445 24 19124
19124 35445 25 19125
19125 35445 26 19126
19126 35445 27 19127
19127 35445 28 19128
19128 35445 29 19129
19129 35445 30 19130
19130 35445 31 19131
19131 35445 32 19132
19132 35445 33 19133
19133 35445 34 19134
19134 35445 35 1
19135 18470 38 21050
19136 6414 36 16655
19137 24731 61 19138
19138 24731 62 19139
19139 24731 63 35789
19140 60891 12 48888
19141 0 0 0
19142 18889 1 19143
19143 18889 2 19144
19144 18889 3 19145
19145 18889 4 19146
19146 18889 5 19147
19147 18889 6 19148
19148 18889 7 19149
19149 18889 8 19150
19150 18889 9 19151
19151 18889 10 19152
19152 18889 11 19153
19153 18889 12 19154
19154 18889 13 19155
19155 18889 14 19156
19156 18889 15 19157
19157 18889 16 19158
19158 18889 17 19159
19159 18889 18 19160
19160 18889 19 19161
19161 18889 20 19162
19162 18889 21 19163
19163 18889 22 1
19164 63215 60 5646
19165 29001 43 34891
19166 16436 44 14713
19167 0 0 0
19168 24063 10 12018
19169 57984 41 19170
19170 57984 42 19171
19171 57984 43 40320
19172 51186 4 22724
19173 49472 43 19658
19174 33113 6 19175
19175 33113 7 19176
19176 33113 8 19177
19177 33113 9 19178
19178 33113 10 19179
19179 33113 11 38915
19180 32093 63 10524
19181 8444 2 15548
19182 15531 55 6269
19183 37436 45 35596
19184 18006 1 35188
19185 0 0 0
19186 45366 2 45786
19187 6982 10 29805
19188 6044 91 1
19189 0 0 0
19190 50840 1 19191
19191 50840 2 19192
19192 50840 3 19193
19193 50840 4 19194
19194 50840 5 19195
19195 50840 6 19196
19196 50840 7 19197
19197 50840 8 19198
19198 50840 9 19199
19199 50840 10 19200
19200 50840 11 784
19201 15400 43 6228
19202 50422 22 3748
19203 0 0 0
19204 49080 22 7416
19205 28702 71 47102
19206 2895 60 1002
19207 27159 4 19663
19208 57907 53 6860
19209 62155 42 7739
19210 20626 85 15490
19211 43994 42 14819
19212 43662 24 30711
19213 0 0 0
19214 8436 9 44044
19215 53276 11 33371
19216 65003 47 2630
19217 46814 38 15069
19218 16436 52 28850
19219 0 0 0
19220 52975 36 19221
19221 52975 37 19222
19222 52975 38 19223
19223 52975 39 19224
19224 52975 40 19225
19225 52975 41 25418
19226 10026 6 1799
19227 0 0 0
19228 24986 18 19229
19229 24986 19 11338
19230 34484 56 17310
19231 0 0 0
19232 39595 12 27964
19233 0 0 0
19234 4132 27 16546
19235 59253 24 18831
19236 52922 15 19237
19237 52922 16 19238
19238 52922 17 3358
19239 15531 11 38139
19240 7386 8 8774
19241 6430 2 21532
19242 47590 23 19243
19243 47590 24 12377
19244 11991 11 4798
19245 17865 48 19246
19246 17865 49 19247
19247 17865 50 19248
19248 17865 51 19249
19249 17865 52 19250
19250 17865 53 19251
19251 17865 54 28096
19252 53041 42 29766
19253 35728 56 6155
19254 29693 3 12608
19255 49159 22 19675
19256 13117 1 17888
19257 53190 62 44007
19258 45387 1 19259
19259 45387 2 19260
19260 45387 3 19261
19261 45387 4 20397
19262 51121 31 49152
19263 41364 57 30221
19264 30882 42 19265
19265 30882 43 19266
19266 30882 44 19267
19267 30882 45 19268
19268 30882 46 19269
19269 30882 47 19270
19270 30882 48 19271
19271 30882 49 43480
19272 29096 62 19273
19273 29096 63 19274
19274 29096 64 19275
19275 29096 65 19276
19276 29096 66 19277
19277 29096 67 19278
19278 29096 68 19279
19279 29096 69 19280
19280 29096 70 3010
19281 15400 23 33486
19282 49159 39 32907
19283 999 66 29284
19284 25338 67 19285
19285 25338 68 19286
19286 25338 69 19287
19287 25338 70 19288
19288 25338 71 36676
19289 39532 39 8228
19290 62410 69 23278
19291 39288 52 6373
19292 32065 10 19293
19293 32065 11 19294
19294 32065 12 19295
19295 32065 13 19296
19296 32065 14 19297
19297 32065 15 19298
19298 32065 16 19299
19299 32065 17 19300
19300 32065 18 19301
19301 32065 19 8824
19302 32779 31 8810
19303 999 17 47545
19304 52853 29 21246
19305 46751 11 36719
19306 47573 31 40
19307 25393 62 5
19308 7383 71 19309
19309 7383 72 42429
19310 34673 64 43152
19311 35728 47 13515
19312 2895 38 45631
19313 25057 22 18091
19314 14484 66 17413
19315 64800 86 40345
19316 8436 55 411
19317 3909 20 22402
19318 15961 7 27304
19319 56801 25 39545
19320 17871 49 33536
19321 0 0 0
19322 48845 87 19323
19323 48845 88 3625
19324 19877 88 33036
19325 0 0 0
19326 29482 2 18748
19327 11306 10 41094
19328 47789 1 19329
19329 47789 2 19330
19330 47789 3 19331
19331 47789 4 19332
19332 47789 5 19333
19333 47789 6 19334
19334 47789 7 19335
19335 47789 8 19336
19336 47789 9 19337
19337 47789 10 21700
19338 18903 16 9964
19339 11219 9 19340
19340 11219 10 2098
19341 28702 65 10843
19342 55153 11 38950
19343 46814 36 34853
19344 2182 48 39727
19345 0 0 0
19346 35288 19 40984
19347 3413 33 3930
19348 19877 36 29381
19349 39453 6 8583
19350 62223 3 3030
19351 1983 17 19352
19352 1983 18 19353
19353 1983 19 19354
19354 1983 20 19355
19355 1983 21 19356
19356 1983 22 19357
19357 1983 23 45878
19358 39878 69 4841
19359 0 0 0
19360 29443 3 15334
19361 48210 12 18479
19362 62223 1 2870
19363 43994 53 1
19364 62186 42 19365
19365 62186 43 19366
19366 62186 44 19367
19367 62186 45 19368
19368 62186 46 19369
19369 62186 47 19370
19370 62186 48 19371
19371 62186 49 19372
19372 62186 50 19373
19373 62186 51 19374
19374 62186 52 19375
19375 62186 53 19376
19376 62186 54 19377
19377 62186 55 28084
19378 53041 35 22468
19379 34380 45 19380
19380 34380 46 763
19381 61018 5 13715
19382 64800 38 47190
19383 37436 59 28670
19384 7282 22 7027
19385 36629 64 45885
19386 17778 9 3144
19387 47573 43 45322
19388 14920 15 46599
19389 4739 19 43907
19390 31387 65 19391
19391 31387 66 19392
19392 31387 67 19393
19393 31387 68 19394
19394 31387 69 19395
19395 31387 70 19396
19396 31387 71 19397
19397 31387 72 19398
19398 31387 73 19399
19399 31387 74 19400
19400 31387 75 19401
19401 31387 76 19402
19402 31387 77 19403
19403 31387 78 19404
19404 31387 79 1
19405 14541 24 23927
19406 28702 45 12020
19407 0 0 0
19408 61735 66 15815
19409 0 0 0
19410 63523 22 39722
19411 0 0 0
19412 11611 56 17342
19413 0 0 0
19414 42195 12 15584
19415 44201 32 19416
19416 44201 33 19417
19417 44201 34 1
19418 25251 1 3735
19419 45739 57 16497
19420 7956 17 12978
19421 15531 38 8513
19422 34774 8 40315
19423 42579 56 16533
19424 51349 10 48686
19425 11611 37 23406
19426 41507 1 19427
19427 41507 2 19428
19428 41507 3 19429
19429 41507 4 19430
19430 41507 5 19431
19431 41507 6 19432
19432 41507 7 19433
19433 41507 8 19434
19434 41507 9 19435
19435 41507 10 19436
19436 41507 11 19437
19437 41507 12 19438
19438 41507 13 19439
19439 41507 14 19440
19440 41507 15 19441
19441 41507 16 19442
19442 41507 17 19443
19443 41507 18 19444
19444 41507 19 19445
19445 41507 20 19446
19446 41507 21 19447
19447 41507 22 19448
19448 41507 23 19449
19449 41507 24 19450
19450 41507 25 19451
19451 41507 26 19452
19452 41507 27 19453
19453 41507 28 19454
19454 41507 29 19455
19455 41507 30 19456
19456 41507 31 19457
19457 41507 32 19458
19458 41507 33 19459
19459 41507 34 19460
19460 41507 35 19461
19461 41507 36 19462
19462 41507 37 19463
19463 41507 38 19464
19464 41507 39 19465
19465 41507 40 19466
19466 41507 41 19467
19467 41507 42 19468
19468 41507 43 19469
19469 41507 44 19470
19470 41507 45 19471
19471 41507 46 19472
19472 41507 47 19473
19473 41507 48 19474
19474 41507 49 19475
19475 41507 50 19476
19476 41507 51 19477
19477 41507 52 19478
19478 41507 53 19479
19479 41507 54 19480
19480 41507 55 19481
19481 41507 56 19482
19482 41507 57 19483
19483 41507 58 19484
19484 41507 59 19485
19485 41507 60 19486
19486 41507 61 19487
19487 41507 62 19488
19488 41507 63 19489
19489 41507 64 19490
19490 41507 65 19491
19491 41507 66 19492
19492 41507 67 19493
19493 41507 68 19494
19494 41507 69 19495
19495 41507 70 19496
19496 41507 71 19497
19497 41507 72 19498
19498 41507 73 19499
19499 41507 74 19500
19500 41507 75 19501
19501 41507 76 19502
19502 41507 77 19503
19503 41507 78 19504
19504 41507 79 19505
19505 41507 80 19506
19506 41507 81 19507
19507 41507 82 19508
19508 41507 83 19509
19509 41507 84 19510
19510 41507 85 19511
19511 41507 86 19512
19512 41507 87 19513
19513 41507 88 19514
19514 41507 89 19515
19515 41507 90 19516
19516 41507 91 19517
19517 41507 92 1
19518 23714 21 45214
19519 663 6 19520
19520 663 7 19521
19521 663 8 13836
19522 41364 10 2835
19523 59972 18 35647
19524 4504 11 34777
19525 48864 41 19526
19526 48864 42 19527
19527 48864 43 19528
19528 48864 44 19529
19529 48864 45 19530
19530 48864 46 19531
19531 48864 47 19532
19532 48864 48 19533
19533 48864 49 49554
19534 34404 66 36327
19535 0 0 0
19536 9910 22 25952
19537 59972 51 9348
19538 11608 24 34724
19539 14920 64 36276
19540 10382 45 36614
19541 0 0 0
19542 58362 2 35420
19543 10420 11 20502
19544 47558 14 4759
19545 61376 24 47917
19546 17151 20 19547
19547 17151 21 19548
19548 17151 22 16248
19549 999 1 35322
19550 13288 45 19551
19551 13288 46 19552
19552 13288 47 19553
19553 13288 48 19554
19554 13288 49 19555
19555 13288 50 19556
19556 13288 51 19557
19557 13288 52 19558
19558 13288 53 19559
19559 13288 54 19560
19560 13288 55 19561
19561 13288 56 44122
19562 17778 7 21855
19563 398 5 35843
19564 56498 29 41372
19565 45962 48 27812
19566 49159 41 40113
19567 60133 61 1965
19568 32614 14 19569
19569 32614 15 24952
19570 29001 78 17579
19571 43056 22 3490
19572 40192 9 19573
19573 40192 10 30628
19574 30764 41 17712
19575 56096 15 3734
19576 48210 90 43041
19577 44920 12 16271
19578 29504 44 12531
19579 37149 76 13935
19580 50106 2 45796
19581 17953 10 12893
19582 37988 36 23692
19583 0 0 0
19584 17871 58 24487
19585 0 0 0
19586 42195 83 41260
19587 59556 16 47659
19588 4528 9 19589
19589 4528 10 19590
19590 4528 11 19591
19591 4528 12 19592
19592 4528 13 19593
19593 4528 14 7246
19594 32167 1 28466
19595 37557 29 32701
19596 11608 55 35836
19597 3122 25 14931
19598 14843 3 24483
19599 14173 20 23575
19600 21727 45 25896
19601 31936 17 19602
19602 31936 18 19603
19603 31936 19 19604
19604 31936 20 44704
19605 21727 15 40902
19606 43056 37 45612
19607 0 0 0
19608 43503 57 21368
19609 64800 90 26855
19610 2572 66 27040
19611 17778 5 32490
19612 50840 54 19613
19613 50840 55 19614
19614 50840 56 19615
19615 50840 57 19616
19616 50840 58 19617
19617 50840 59 19618
19618 50840 60 19619
19619 50840 61 28976
19620 61735 61 10732
19621 0 0 0
19622 40787 54 18357
19623 27465 46 19624
19624 27465 47 19625
19625 27465 48 7524
19626 11739 15 16707
19627 22223 63 1125
19628 63215 41 15105
19629 45739 41 14952
19630 35819 4 19631
19631 35819 5 19632
19632 35819 6 33603
19633 41242 41 5558
19634 3790 71 24772
19635 15074 4 20574
19636 48844 2 21063
19637 0 0 0
19638 11611 19 12645
19639 6430 20 6664
19640 34832 5 19641
19641 34832 6 19642
19642 34832 7 19643
19643 34832 8 19644
19644 34832 9 19645
19645 34832 10 19646
19646 34832 11 19647
19647 34832 12 10014
19648 22409 79 17393
19649 53190 25 23937
19650 11608 52 25687
19651 36265 6 30804
19652 62410 1 888
19653 60739 38 17725
19654 19551 7 8539
19655 3413 4 10793
19656 64800 65 25951
19657 22680 32 31979
19658 49472 44 35097
19659 19418 5 1
19660 13593 16 36062
19661 29001 67 3024
19662 48844 1 19636
19663 27159 5 29951
19664 46066 11 1
19665 22223 69 48407
19666 3440 6 7517
19667 48210 2 40108
19668 47558 48 25500
19669 0 0 0
19670 50915 68 27870
19671 0 0 0
19672 8627 37 43908
19673 0 0 0
19674 32828 16 7894
19675 49159 23 13102
19676 57595 13 38884
19677 6022 33 19678
19678 6022 34 19679
19679 6022 35 19680
19680 6022 36 19681
19681 6022 37 46904
19682 17200 22 19683
19683 17200 23 19684
19684 17200 24 19685
19685 17200 25 19686
19686 17200 26 19687
19687 17200 27 19688
19688 17200 28 19689
19689 17200 29 19690
19690 17200 30 19691
19691 17200 31 4470
19692 22516 29 7778
19693 51121 24 5991
19694 29542 40 25196
19695 43917 80 40075
19696 31093 23 25717
19697 0 0 0
19698 11608 7 19956
19699 42030 31 14261
19700 17115 12 19701
19701 17115 13 19702
19702 17115 14 19703
19703 17115 15 19704
19704 17115 16 19705
19705 17115 17 19706
19706 17115 18 19707
19707 17115 19 19708
19708 17115 20 19709
19709 17115 21 43836
19710 61018 17 10610
19711 39453 36 9341
19712 2895 28 16085
19713 0 0 0
19714 45228 18 38881
19715 7616 43 10538
19716 47918 5 19717
19717 47918 6 19718
19718 47918 7 19719
19719 47918 8 19720
19720 47918 9 19721
19721 47918 10 40168
19722 16246 3 16389
19723 0 0 0
19724 19001 13 29436
19725 0 0 0
19726 7870 36 43079
19727 0 0 0
19728 59972 39 10531
19729 0 0 0
19730 36265 83 26947
19731 25393 54 22066
19732 3790 34 13460
19733 60739 35 42626
19734 2572 72 26672
19735 58876 38 19736
19736 58876 39 19737
19737 58876 40 19738
19738 58876 41 19739
19739 58876 42 19740
19740 58876 43 19741
19741 58876 44 7478
19742 43503 3 32724
19743 26767 53 29043
19744 36016 20 7644
19745 52640 68 45155
19746 49735 21 40412
19747 46814 10 47585
19748 0 0 0
19749 22409 46 2303
19750 17871 70 2548
19751 21658 10 19752
19752 21658 11 19753
19753 21658 12 46335
19754 54155 12 19755
19755 54155 13 19756
19756 54155 14 19757
19757 54155 15 19758
19758 54155 16 19759
19759 54155 17 19760
19760 54155 18 19761
19761 54155 19 19762
19762 54155 20 19763
19763 54155 21 28174
19764 26809 58 49368
19765 37149 5 8773
19766 52114 22 19767
19767 52114 23 37520
19768 25251 37 27026
19769 0 0 0
19770 45366 35 30633
19771 59763 3 32946
19772 46814 19 34843
19773 32332 18 38999
19774 24547 10 45122
19775 45739 5 37121
19776 8627 55 39415
19777 23132 6 30024
19778 36265 25 38752
19779 20830 32 19867
19780 19877 10 35796
19781 0 0 0
19782 26960 67 24922
19783 11991 50 3684
19784 39593 6 1
19785 43952 5 42255
19786 50271 64 48106
19787 2825 74 33721
19788 60133 4 23498
19789 0 0 0
19790 22680 47 12732
19791 8624 2 42826
19792 3790 21 8855
19793 52640 49 12281
19794 20626 29 31470
19795 37738 1 30181
19796 49735 46 14519
19797 52640 22 47089
19798 14702 6 40837
19799 65175 20 33786
19800 58688 38 41257
19801 26809 28 22222
19802 17749 43 19803
19803 17749 44 19804
19804 17749 45 19805
19805 17749 46 19806
19806 17749 47 19807
19807 17749 48 19808
19808 17749 49 19809
19809 17749 50 19810
19810 17749 51 19811
19811 17749 52 19812
19812 17749 53 19813
19813 17749 54 19814
19814 17749 55 19815
19815 17749 56 19816
19816 17749 57 22734
19817 999 68 2096
19818 42723 24 46386
19819 0 0 0
19820 7870 53 12139
19821 0 0 0
19822 10482 35 42233
19823 0 0 0
19824 48071 48 36452
19825 15207 37 24030
19826 20626 36 42686
19827 21908 68 46027
19828 48845 94 1
19829 0 0 0
19830 46471 1 3534
19831 43917 43 35559
19832 61990 41 36201
19833 7616 36 26956
19834 2825 40 32584
19835 0 0 0
19836 24481 28 19837
19837 24481 29 43145
19838 50841 1 19839
19839 50841 2 44690
19840 33428 7 122
19841 33942 5 19842
19842 33942 6 41307
19843 8627 13 31170
19844 32828 14 26740
19845 17953 24 37373
19846 51467 39 19847
19847 51467 40 289
19848 28285 82 1257
19849 35780 14 15814
19850 32093 17 1366
19851 398 14 5433
19852 29443 9 46020
19853 39288 21 33585
19854 42723 5 2932
19855 26767 27 49075
19856 23472 45 33105
19857 3790 17 26035
19858 29482 24 2262
19859 8436 49 3858
19860 58688 58 28758
19861 37921 73 33747
19862 16979 7 11032
19863 9442 22 24963
19864 38826 46 28507
19865 0 0 0
19866 19551 51 7172
19867 20830 33 39847
19868 34643 38 1
19869 56147 47 9481
19870 29542 47 6476
19871 49353 18 7709
19872 6728 11 31649
19873 36790 44 46195
19874 575 10 11202
19875 34524 7 19876
19876 34524 8 19877
19877 34524 9 49876
19878 58937 31 33056
19879 43635 47 5091
19880 62410 23 30280
19881 38027 15 19882
19882 38027 16 19883
19883 38027 17 19884
19884 38027 18 19885
19885 38027 19 19886
19886 38027 20 19887
19887 38027 21 19888
19888 38027 22 19889
19889 38027 23 3884
19890 63523 41 31272
19891 19757 24 1
19892 50173 5 19893
19893 50173 6 19894
19894 50173 7 19895
19895 50173 8 2274
19896 11514 5 12822
19897 5370 1 19898
19898 5370 2 19899
19899 5370 3 20896
19900 23442 44 35430
19901 60739 10 2061
19902 7089 6 38889
19903 250 1 19904
19904 250 2 19905
19905 250 3 19906
19906 250 4 19907
19907 250 5 19908
19908 250 6 19909
19909 250 7 19910
19910 250 8 19911
19911 250 9 19912
19912 250 10 19913
19913 250 11 45661
19914 50271 32 34788
19915 37727 54 48586
19916 8436 32 27362
19917 14208 17 19918
19918 14208 18 19919
19919 14208 19 19920
19920 14208 20 47590
19921 10382 15 37110
19922 53041 38 48430
19923 13593 7 33932
19924 2871 2 403
19925 50422 29 38158
19926 32776 15 12450
19927 28860 47 35209
19928 21098 56 45034
19929 49735 9 17226
19930 9442 10 5180
19931 50941 59 21991
19932 40192 33 19933
19933 40192 34 1
19934 34084 18 29484
19935 11991 10 19244
19936 39315 1 19937
19937 39315 2 19938
19938 39315 3 19939
19939 39315 4 19940
19940 39315 5 19941
19941 39315 6 19942
19942 39315 7 19943
19943 39315 8 19944
19944 39315 9 21347
19945 4132 15 44982
19946 533 54 46126
19947 52640 8 9251
19948 28285 5 11930
19949 0 0 0
19950 64800 30 46028
19951 0 0 0
19952 30698 56 19953
19953 30698 57 34582
19954 46471 23 5346
19955 36838 2 46058
19956 11608 8 31920
19957 0 0 0
19958 20870 4 19959
19959 20870 5 19960
19960 20870 6 16404
19961 35374 13 37660
19962 11306 13 25397
19963 53190 58 35929
19964 29504 4 38852
19965 52640 86 5827
19966 52640 53 23832
19967 0 0 0
19968 23442 43 19900
19969 0 0 0
19970 41364 28 33521
19971 15961 33 1
19972 45739 40 19629
19973 7354 22 35599
19974 4231 28 19975
19975 4231 29 19976
19976 4231 30 19977
19977 4231 31 19978
19978 4231 32 33801
19979 56498 56 7651
19980 7549 52 19981
19981 7549 53 19982
19982 7549 54 19983
19983 7549 55 46450
19984 575 6 42162
19985 0 0 0
19986 60285 4 12662
19987 52640 19 18708
19988 4132 13 21033
19989 28860 51 16791
19990 42341 17 13125
19991 28281 31 49797
19992 41364 12 30405
19993 7026 44 9276
19994 20870 47 19995
19995 20870 48 49488
19996 23442 5 2650
19997 46814 85 40349
19998 32828 8 1807
19999 0 0 0
20000 47573 11 42372
20001 49472 39 29130
20002 54681 56 20003
20003 54681 57 20004
20004 54681 58 20005
20005 54681 59 20006
20006 54681 60 20007
20007 54681 61 20008
20008 54681 62 1
20009 15961 20 30600
20010 52291 15 13486
20011 39532 12 5026
20012 49159 1 48737
20013 37921 19 29021
20014 4899 2 48377
20015 14484 68 20016
20016 14484 69 28091
20017 2182 45 47964
20018 29504 66 28618
20019 398 37 875
20020 33583 15 20021
20021 33583 16 21077
20022 4139 7 8452
20023 59972 6 18430
20024 39288 70 1181
20025 16190 21 38581
20026 19551 13 3413
20027 52978 36 49230
20028 26378 61 49510
20029 3122 8 28927
20030 575 27 44946
20031 0 0 0
20032 38027 1 20033
20033 38027 2 20034
20034 38027 3 20035
20035 38027 4 20036
20036 38027 5 20037
20037 38027 6 20038
20038 38027 7 20039
20039 38027 8 41908
20040 3440 27 44808
20041 26960 36 33480
20042 52104 6 20864
20043 0 0 0
20044 37727 31 44717
20045 56147 6 24621
20046 40787 19 3862
20047 8627 52 828
20048 39595 56 26558
20049 52038 6 2726
20050 34673 31 25192
20051 23273 27 15675
20052 22516 34 15670
20053 0 0 0
20054 38269 20 20055
20055 38269 21 4893
20056 27842 49 1
20057 34380 18 1295
20058 22927 58 40854
20059 42579 30 22321
20060 37789 18 20061
20061 37789 19 20062
20062 37789 20 20063
20063 37789 21 20064
20064 37789 22 20065
20065 37789 23 20066
20066 37789 24 20067
20067 37789 25 20068
20068 37789 26 41581
20069 1926 6 36304
20070 47590 28 20071
20071 47590 29 46240
20072 13117 55 14098
20073 17200 51 20074
20074 17200 52 1
20075 0 0 0
20076 49353 86 22584
20077 48210 44 45450
20078 15074 30 38185
20079 15031 4 20080
20080 15031 5 20081
20081 15031 6 22988
20082 13117 12 24442
20083 4504 43 44694
20084 20830 4 32463
20085 17865 66 20086
20086 17865 67 20087
20087 17865 68 20088
20088 17865 69 1
20089 52640 55 40419
20090 39903 67 20091
20091 39903 68 11112
20092 64800 60 49816
20093 11365 24 39455
20094 60672 22 406
20095 53746 53 1796
20096 9442 12 23570
20097 35510 68 8733
20098 49254 1 20099
20099 49254 2 20100
20100 49254 3 20101
20101 49254 4 20102
20102 49254 5 28959
20103 21098 26 11110
20104 50390 8 35610
20105 47558 38 46872
20106 2895 7 10678
20107 4739 42 43144
20108 48210 58 46293
20109 0 0 0
20110 28285 63 22902
20111 19551 9 20259
20112 47573 7 18334
20113 0 0 0
20114 37988 11 16549
20115 398 58 12850
20116 54132 7 24372
20117 2572 41 12884
20118 51923 23 20119
20119 51923 24 20120
20120 51923 25 20121
20121 51923 26 20122
20122 51923 27 12709
20123 59170 6 20124
20124 59170 7 20125
20125 59170 8 20126
20126 59170 9 20127
20127 59170 10 20128
20128 59170 11 20129
20129 59170 12 20130
20130 59170 13 20131
20131 59170 14 20132
20132 59170 15 20133
20133 59170 16 20134
20134 59170 17 20135
20135 59170 18 20136
20136 59170 19 20137
20137 59170 20 42726
